Date,VTI,VEA,BND,BNDX
2001-06-15,55.665000915527344,,,
2001-06-18,55.310001373291016,,,
2001-06-19,55.46500015258789,,,
2001-06-20,56.04999923706055,,,
2001-06-21,56.5,,,
2001-06-22,56.13999938964844,,,
2001-06-25,55.63999938964844,,,
2001-06-26,55.494998931884766,,,
2001-06-27,55.5,,,
2001-06-28,56.18000030517578,,,
2001-06-29,56.5,,,
2001-07-02,56.650001525878906,,,
2001-07-03,56.619998931884766,,,
2001-07-05,55.974998474121094,,,
2001-07-06,54.5,,,
2001-07-09,54.849998474121094,,,
2001-07-10,54.125,,,
2001-07-11,54.19499969482422,,,
2001-07-12,55.47999954223633,,,
2001-07-13,55.744998931884766,,,
2001-07-16,55.099998474121094,,,
2001-07-17,55.75,,,
2001-07-18,55.16999816894531,,,
2001-07-19,55.47999954223633,,,
2001-07-20,55.48500061035156,,,
2001-07-23,54.525001525878906,,,
2001-07-24,53.77000045776367,,,
2001-07-25,54.45000076293945,,,
2001-07-26,55.14500045776367,,,
2001-07-27,55.2400016784668,,,
2001-07-30,55.19499969482422,,,
2001-07-31,55.41999816894531,,,
2001-08-01,55.65999984741211,,,
2001-08-02,55.834999084472656,,,
2001-08-03,55.63999938964844,,,
2001-08-06,55.0,,,
2001-08-07,55.099998474121094,,,
2001-08-08,54.099998474121094,,,
2001-08-09,54.2599983215332,,,
2001-08-10,54.47999954223633,,,
2001-08-13,54.57500076293945,,,
2001-08-14,54.45500183105469,,,
2001-08-15,53.98500061035156,,,
2001-08-16,54.150001525878906,,,
2001-08-17,53.32500076293945,,,
2001-08-20,53.70000076293945,,,
2001-08-21,52.95000076293945,,,
2001-08-22,53.439998626708984,,,
2001-08-23,53.369998931884766,,,
2001-08-24,54.345001220703125,,,
2001-08-27,54.150001525878906,,,
2001-08-28,53.244998931884766,,,
2001-08-29,52.744998931884766,,,
2001-08-30,51.95500183105469,,,
2001-08-31,52.17499923706055,,,
2001-09-04,51.900001525878906,,,
2001-09-05,51.82500076293945,,,
2001-09-06,50.775001525878906,,,
2001-09-07,49.75,,,
2001-09-10,50.125,,,
2001-09-17,47.744998931884766,,,
2001-09-18,47.1349983215332,,,
2001-09-19,46.5,,,
2001-09-20,45.0,,,
2001-09-21,44.275001525878906,,,
2001-09-24,45.69499969482422,,,
2001-09-25,46.125,,,
2001-09-26,45.77000045776367,,,
2001-09-27,46.224998474121094,,,
2001-09-28,47.474998474121094,,,
2001-10-01,47.04499816894531,,,
2001-10-02,47.625,,,
2001-10-03,48.46500015258789,,,
2001-10-04,48.625,,,
2001-10-05,48.650001525878906,,,
2001-10-08,48.32500076293945,,,
2001-10-09,48.005001068115234,,,
2001-10-10,49.14500045776367,,,
2001-10-11,50.04499816894531,,,
2001-10-12,49.665000915527344,,,
2001-10-15,49.73500061035156,,,
2001-10-16,50.01499938964844,,,
2001-10-17,49.0,,,
2001-10-18,48.744998931884766,,,
2001-10-19,48.880001068115234,,,
2001-10-22,49.61000061035156,,,
2001-10-23,49.42499923706055,,,
2001-10-24,49.400001525878906,,,
2001-10-25,50.099998474121094,,,
2001-10-26,50.369998931884766,,,
2001-10-29,49.20000076293945,,,
2001-10-30,48.38999938964844,,,
2001-10-31,48.45000076293945,,,
2001-11-01,49.470001220703125,,,
2001-11-02,49.54999923706055,,,
2001-11-05,50.2599983215332,,,
2001-11-06,50.9900016784668,,,
2001-11-07,50.900001525878906,,,
2001-11-08,50.93000030517578,,,
2001-11-09,51.040000915527344,,,
2001-11-12,50.95000076293945,,,
2001-11-13,51.849998474121094,,,
2001-11-14,52.16999816894531,,,
2001-11-15,52.005001068115234,,,
2001-11-16,51.98500061035156,,,
2001-11-19,52.51499938964844,,,
2001-11-20,52.13999938964844,,,
2001-11-21,51.81999969482422,,,
2001-11-23,52.45500183105469,,,
2001-11-26,52.775001525878906,,,
2001-11-27,52.630001068115234,,,
2001-11-28,51.52000045776367,,,
2001-11-29,52.310001373291016,,,
2001-11-30,52.13999938964844,,,
2001-12-03,51.779998779296875,,,
2001-12-04,52.459999084472656,,,
2001-12-05,53.75,,,
2001-12-06,53.650001525878906,,,
2001-12-07,53.53499984741211,,,
2001-12-10,52.525001525878906,,,
2001-12-11,52.38999938964844,,,
2001-12-12,52.36000061035156,,,
2001-12-13,51.58000183105469,,,
2001-12-14,51.814998626708984,,,
2001-12-17,52.19499969482422,,,
2001-12-18,52.73500061035156,,,
2001-12-19,52.974998474121094,,,
2001-12-20,52.5,,,
2001-12-21,52.779998779296875,,,
2001-12-24,52.70000076293945,,,
2001-12-26,52.959999084472656,,,
2001-12-27,53.26499938964844,,,
2001-12-28,53.42499923706055,,,
2001-12-31,52.69499969482422,,,
2002-01-02,53.125,,,
2002-01-03,53.69499969482422,,,
2002-01-04,54.04999923706055,,,
2002-01-07,53.70000076293945,,,
2002-01-08,53.54499816894531,,,
2002-01-09,53.3650016784668,,,
2002-01-10,53.32500076293945,,,
2002-01-11,52.880001068115234,,,
2002-01-14,52.46500015258789,,,
2002-01-15,52.82500076293945,,,
2002-01-16,51.95000076293945,,,
2002-01-17,52.4900016784668,,,
2002-01-18,52.005001068115234,,,
2002-01-22,51.599998474121094,,,
2002-01-23,52.04499816894531,,,
2002-01-24,52.275001525878906,,,
2002-01-25,52.36000061035156,,,
2002-01-28,52.31999969482422,,,
2002-01-29,51.02000045776367,,,
2002-01-30,51.5,,,
2002-01-31,52.23500061035156,,,
2002-02-01,51.93000030517578,,,
2002-02-04,50.67499923706055,,,
2002-02-05,50.494998931884766,,,
2002-02-06,50.15999984741211,,,
2002-02-07,49.95000076293945,,,
2002-02-08,50.665000915527344,,,
2002-02-11,51.3650016784668,,,
2002-02-12,51.2400016784668,,,
